episode_id,failure_mode,elapsed_s,preliminary_severity,forecast_confidence,time_to_failure,earliest_ttf_feature,impact_band,urgency_band,gate_passed,candidate_severity,revised_severity,is_escalated,is_deescalated,dwell_count,reason
ep_00044_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P4,1.0,2314.06,queue_lag,None,Distant,True,P4,P4,False,False,0,"Impact=None (P4), Urgency=Distant (ttf=2314.06s, conf=1.00, gate=PASS) -> candidate=P4, revised=P4"
ep_00046_MEMORY_LEAK,MEMORY_LEAK,238.0,P3,1.0,,,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=1.00, gate=PASS) -> candidate=P3, revised=P3"
ep_00047_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P3,1.0,0.0,cache_miss_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00048_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P3,1.0,0.0,cache_miss_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00049_CPU_SATURATION,CPU_SATURATION,238.0,P3,1.0,16.59,cpu_saturation,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=16.59s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00050_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P3,0.8469,0.0,db_connection_wait,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=0.85, gate=PASS) -> candidate=P1, revised=P1"
ep_00051_QUEUE_BACKUP,QUEUE_BACKUP,238.0,P3,1.0,0.0,thread_pool_queue,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00052_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,238.0,P3,0.9295,0.0,upstream_timeout_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=0.93, gate=PASS) -> candidate=P1, revised=P1"
ep_00053_QUEUE_BACKUP,QUEUE_BACKUP,238.0,P3,1.0,0.0,thread_pool_queue,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00054_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P3,0.8651,0.0,db_connection_wait,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=0.87, gate=PASS) -> candidate=P1, revised=P1"
ep_00055_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P3,0.7231,0.0,db_connection_wait,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=0.0s, conf=0.72, gate=FAIL) -> candidate=P3, revised=P3"
ep_00056_QUEUE_BACKUP,QUEUE_BACKUP,238.0,P3,1.0,0.0,thread_pool_queue,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00057_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P3,1.0,0.0,cache_miss_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00058_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P3,0.7876,0.0,db_connection_wait,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=0.79, gate=PASS) -> candidate=P1, revised=P1"
ep_00059_RETRY_STORM,RETRY_STORM,238.0,P3,1.0,0.0,rps,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00060_BAD_DEPLOY,BAD_DEPLOY,238.0,P3,0.8975,0.0,error_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=0.90, gate=PASS) -> candidate=P1, revised=P1"
ep_00062_CASCADING_FAILURE,CASCADING_FAILURE,238.0,P3,1.0,0.0,p99_latency,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00063_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P3,1.0,0.0,cache_miss_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00064_ERROR_STORM,ERROR_STORM,238.0,P3,0.8297,,,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=0.83, gate=PASS) -> candidate=P3, revised=P3"
ep_00066_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P3,1.0,,,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=1.00, gate=PASS) -> candidate=P3, revised=P3"
ep_00067_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P3,1.0,,,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=1.00, gate=PASS) -> candidate=P3, revised=P3"
ep_00068_MEMORY_LEAK,MEMORY_LEAK,238.0,P3,1.0,37619.36,heap_mb,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=37619.36s, conf=1.00, gate=PASS) -> candidate=P3, revised=P3"
ep_00070_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.3,,,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=0.30, gate=FAIL) -> candidate=P3, revised=P3"
ep_00071_BAD_DEPLOY,BAD_DEPLOY,238.0,P3,0.9522,0.0,error_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=0.95, gate=PASS) -> candidate=P1, revised=P1"
ep_00072_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.3,,,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=0.30, gate=FAIL) -> candidate=P3, revised=P3"
ep_00073_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P3,1.0,,,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=1.00, gate=PASS) -> candidate=P3, revised=P3"
ep_00074_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P3,1.0,0.0,cache_miss_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00075_CASCADING_FAILURE,CASCADING_FAILURE,238.0,P3,1.0,0.0,p99_latency,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00076_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P3,0.6747,0.0,db_connection_wait,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=0.0s, conf=0.67, gate=FAIL) -> candidate=P3, revised=P3"
ep_00077_RETRY_STORM,RETRY_STORM,238.0,P3,0.9029,14.53,rps,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=14.53s, conf=0.90, gate=PASS) -> candidate=P1, revised=P1"
ep_00079_ERROR_STORM,ERROR_STORM,238.0,P3,0.7526,,,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=0.75, gate=PASS) -> candidate=P3, revised=P3"
ep_00080_QUEUE_BACKUP,QUEUE_BACKUP,238.0,P3,1.0,0.0,thread_pool_queue,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00081_BAD_DEPLOY,BAD_DEPLOY,238.0,P3,0.8406,0.0,error_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=0.84, gate=PASS) -> candidate=P1, revised=P1"
ep_00082_CASCADING_FAILURE,CASCADING_FAILURE,238.0,P3,1.0,0.0,p99_latency,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00083_MEMORY_LEAK,MEMORY_LEAK,238.0,P3,1.0,9135.87,memory_utilization,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=9135.87s, conf=1.00, gate=PASS) -> candidate=P3, revised=P3"
ep_00084_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P3,1.0,,,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=1.00, gate=PASS) -> candidate=P3, revised=P3"
ep_00085_CPU_SATURATION,CPU_SATURATION,238.0,P3,1.0,0.0,cpu_utilization,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00086_BAD_DEPLOY,BAD_DEPLOY,238.0,P3,0.8676,0.0,error_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=0.87, gate=PASS) -> candidate=P1, revised=P1"
ep_00087_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P3,0.7001,0.0,db_connection_wait,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=0.0s, conf=0.70, gate=FAIL) -> candidate=P3, revised=P3"
ep_00088_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P3,1.0,,,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=1.00, gate=PASS) -> candidate=P3, revised=P3"
ep_00089_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P3,1.0,0.0,cache_miss_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00090_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P3,1.0,,,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=1.00, gate=PASS) -> candidate=P3, revised=P3"
ep_00091_CPU_SATURATION,CPU_SATURATION,238.0,P3,1.0,227.56,cpu_utilization,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=227.56s, conf=1.00, gate=PASS) -> candidate=P3, revised=P3"
ep_00092_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P3,0.7429,0.0,db_connection_wait,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=0.0s, conf=0.74, gate=FAIL) -> candidate=P3, revised=P3"
ep_00093_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.5444,,,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=0.54, gate=FAIL) -> candidate=P3, revised=P3"
ep_00094_QUEUE_BACKUP,QUEUE_BACKUP,238.0,P3,1.0,0.0,thread_pool_queue,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00095_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.4496,,,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=0.45, gate=FAIL) -> candidate=P3, revised=P3"
ep_00096_QUEUE_BACKUP,QUEUE_BACKUP,238.0,P3,1.0,0.0,thread_pool_queue,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00098_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P3,0.7286,0.0,db_connection_wait,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=0.0s, conf=0.73, gate=FAIL) -> candidate=P3, revised=P3"
ep_00099_MEMORY_LEAK,MEMORY_LEAK,238.0,P3,1.0,94685.64,heap_mb,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=94685.64s, conf=1.00, gate=PASS) -> candidate=P3, revised=P3"
ep_00100_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P3,1.0,0.0,cache_miss_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00101_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P3,1.0,1239.5,disk_read_latency,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=1239.5s, conf=1.00, gate=PASS) -> candidate=P3, revised=P3"
ep_00102_RETRY_STORM,RETRY_STORM,238.0,P3,0.9155,0.0,rps,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=0.92, gate=PASS) -> candidate=P1, revised=P1"
ep_00103_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P3,0.5746,0.0,db_connection_wait,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=0.0s, conf=0.57, gate=FAIL) -> candidate=P3, revised=P3"
ep_00104_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.4223,,,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=0.42, gate=FAIL) -> candidate=P3, revised=P3"
ep_00105_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P3,1.0,51.86,cache_miss_rate,Moderate,Near,True,P2,P2,False,False,0,"Impact=Moderate (P3), Urgency=Near (ttf=51.86s, conf=1.00, gate=PASS) -> candidate=P2, revised=P2"
ep_00107_ERROR_STORM,ERROR_STORM,238.0,P3,0.8758,1982.08,error_rate,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=1982.08s, conf=0.88, gate=PASS) -> candidate=P3, revised=P3"
ep_00108_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P3,1.0,0.0,cache_miss_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00110_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P3,1.0,0.0,cache_miss_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00111_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P3,1.0,0.0,cache_miss_rate,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00112_CASCADING_FAILURE,CASCADING_FAILURE,238.0,P3,1.0,0.0,p99_latency,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00113_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P3,0.7186,0.0,db_connection_wait,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=0.0s, conf=0.72, gate=FAIL) -> candidate=P3, revised=P3"
ep_00114_RETRY_STORM,RETRY_STORM,238.0,P3,0.8808,0.0,rps,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=0.88, gate=PASS) -> candidate=P1, revised=P1"
ep_00116_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.3925,,,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=0.39, gate=FAIL) -> candidate=P3, revised=P3"
ep_00117_MEMORY_LEAK,MEMORY_LEAK,238.0,P3,1.0,13538.59,heap_mb,Moderate,Distant,True,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=13538.59s, conf=1.00, gate=PASS) -> candidate=P3, revised=P3"
ep_00118_CASCADING_FAILURE,CASCADING_FAILURE,238.0,P3,1.0,0.0,p99_latency,Moderate,Imminent,True,P1,P1,False,False,0,"Impact=Moderate (P3), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
